KWH JANUARY 2010, KWH FEBRUARY 2010, KWH MARCH 2010, KWH APRIL 2010, KWH MAY 2010, KWH JUNE 2010, KWH JULY 2010, KWH AUGUST 2010, KWH SEPTEMBER 2010, KWH OCTOBER 2010, KWH NOVEMBER 2010, KWH DECEMBER 2010
2107, 4605, 3233, 2905, 2632, 4756, 8032, 5405, 2114, 4550, 6350, 10195
4153, 6738, 5223, 5375, 5890, 8539, 16026, 13967, 5702, 4600, 5758, 9935
3291, 7814, 6765, 5250, 5589, 7980, 16398, 15308, 6282, 6019, 7059, 13910
1127, 956, 1916, 1789, 2674, 2326, 5168, 6187, 3559, 6995, 8140, 8581
2565, 2055, 1733, 2282, 3096, 3763, 4063, 2714, 1907, 3811, 3372, 3435
2585, 2915, 2217, 2680, 3467, 4579, 5407, 3747, 2358, 3436, 4812, 4588
770, 856, 1210, 1193, 2664, 2853, 2953, 2354, 1013, 2206, 2140, 1825
3351, 3027, 2531, 2569, 4266, 6474, 7363, 5114, 3627, 4953, 5067, 5467
8254, 6621, 7838, 7326, 11762, 18649, 20445, 10730, 6420, 12426, 16554, 15604
4338, 4493, 2989, 2879, 4574, 5768, 6494, 4986, 2926, 4013, 6087, 8012
11295, 8125, 8990, 7858, 14838, 19063, 22722, 12340, 6793, 13209, 15509, 17414
1293, 1594, 1056, 1381, 1793, 3254, 4075, 2024, 4900, 4061, 5769, 3238
4495, 3957, 3002, 4443, 5540, 8493, 11802, 6318, 4398, 5948, 7152, 6866
5001, 5086, 4640, 5453, 6875, 12255, 16404, 10648, 7890, 7797, 9004, 7165
1155, 1824, 1611, 1610, 1660, 2057, 2675, 3031, 2084, 1642, 2019, 1590
3215, 3848, 3146, 2942, 4160, 9807, 9772, 3703, 3459, 3162, 3864, 4310
1259, 999, 1285, 985, 2117, 3537, 3932, 3246, 1921, 1634, 1649, 2533
0, 561, 1427, 1087, 1005, 667, 1025, 2688, 2920, 381, 163, 2916
1721, 958, 724, 1710, 2170, 2582, 3245, 1195, 693, 1761, 2205, 1366
9335, 7374, 5574, 4046, 5134, 11609, 11868, 3973, 2275, 6828, 8546, 8755
765, 537, 462, 451, 555, 1139, 1842, 1789, 1303, 1274, 1439, 1388
3998, 5312, 3796, 5537, 7189, 11831, 17392, 6599, 5042, 7114, 8119, 4381
4602, 3963, 3450, 3773, 4914, 9008, 11061, 4376, 3489, 6537, 7870, 5026
2738, 2591, 2647, 2258, 2865, 4840, 4909, 4663, 2705, 2929, 3666, 4926
1759, 1719, 1412, 1749, 2394, 4405, 8297, 5618, 373, 2153, 4516, 3507
5429, 6934, 5631, 7444, 9274, 10882, 18014, 13687, 8772, 9386, 9799, 11232
2160, 2650, 2249, 2678, 3072, 5031, 5772, 3398, 6042, 3934, 3970, 3579
7562, 11810, 8381, 9765, 12334, 19240, 23602, 10465, 9805, 15270, 18571, 11277
1959, 1579, 1194, 1672, 2121, 2291, 2879, 1853, 1075, 1864, 2333, 2070
3501, 5810, 4418, 4275, 3330, 4776, 13090, 13800, 5338, 3566, 4413, 8510
1681133, 1537013, 1508250, 1604688, 1769408, 1983709, 1916261, 1864656, 1671363, 1627799, 1659764, 1874740
1100, 634, 508, 456, 552, 829, 4405, 1304, 895, 657, 784, 1586
5405, 4041, 2623, 4762, 4837, 5977, 8393, 7514, 5312, 3650, 4665, 6266
3928, 4152, 3696, 3558, 3933, 4207, 4556, 4348, 3565, 3135, 3107, 3807
23220, 21601, 19904, 18597, 25640, 29013, 32125, 31876, 22312, 20381, 22146, 25649
4443, 2716, 2443, 4293, 4127, 4931, 7204, 6970, 4087, 3134, 3629, 4610
3149, 2192, 1962, 3548, 4395, 5335, 9418, 8873, 3408, 2720, 3648, 5024
1827, 1586, 1188, 1700, 2715, 3120, 4407, 5784, 3825, 2490, 2231, 1922
6860, 4140, 2505, 4908, 5831, 7379, 14402, 10248, 5168, 6445, 6670, 6982
618, 182, 129, 536, 554, 676, 1327, 1221, 444, 651, 810, 1067
1907, 3841, 1411, 1031, 4026, 3185, 4486, 3680, 3405, 2667, 2868, 3688
0, 0, 0, 564, 376, 458, 500, 756, 307, 291, 423, 582
4293, 2439, 1729, 3993, 3922, 4835, 6788, 7514, 4176, 3620, 3812, 4828
932, 333, 236, 1230, 1281, 1976, 3586, 2892, 1406, 1414, 1872, 2272
3356, 2508, 2110, 3804, 3759, 4564, 7625, 7264, 2956, 2267, 2767, 3863
507, 84, 60, 478, 564, 767, 1061, 2895, 765, 1007, 1134, 1551
7133, 7972, 4826, 6644, 11152, 11399, 19173, 16283, 7377, 5357, 7530, 15106
178329, 187666, 193819, 228197, 195538, 224824, 221352, 218390, 199494, 186351, 200784, 211068
32206, 28333, 32229, 39411, 50166, 50193, 59590, 61728, 42760, 40117, 41656, 45404
3487, 3617, 3960, 3412, 3681, 7569, 7542, 7993, 4039, 4256, 4979, 5615
1199, 1248, 964, 685, 1031, 1400, 1634, 1825, 1085, 728, 783, 2754
4412, 5523, 15878, 9489, 6582, 7990, 9592, 8390, 4437, 4704, 8041, 12039
2266, 5590, 3329, 5063, 5531, 6356, 9525, 9453, 6361, 4493, 5194, 6904
3654, 1906, 1343, 3349, 3876, 6070, 8853, 8781, 4895, 3344, 4854, 5617
6431, 4152, 2647, 3978, 7665, 7589, 9698, 10557, 6878, 4280, 4371, 7079
1389, 763, 673, 1697, 1613, 2066, 3036, 2889, 2387, 2217, 1422, 2179
0, 0, 0, 0, 0, 520, 703, 668, 344, 384, 530, 660
12133, 4661, 3494, 8213, 8115, 9695, 12717, 13128, 6054, 4799, 6182, 11997
1015, 1393, 586, 419, 426, 4577, 3136, 209, 1033, 2380, 1135, 1382
7966, 5574, 5742, 6515, 7405, 10246, 14523, 16024, 11963, 4991, 7277, 9063
7951, 8058, 3870, 6999, 8264, 11153, 13979, 16661, 11283, 5900, 8054, 11276
7291, 3349, 2219, 6022, 5335, 6863, 7869, 7919, 4281, 5747, 6855, 11852
2512, 2292, 1158, 2360, 2469, 4061, 4437, 4271, 3431, 2256, 3314, 4865
1253, 1011, 785, 1113, 1184, 1669, 2286, 2502, 1414, 1123, 1142, 1962
9050, 2655, 2278, 8023, 7885, 11452, 15839, 17290, 9744, 9555, 8225, 10308
3319, 3349, 3110, 2873, 4355, 5348, 5685, 6173, 3714, 3427, 3608, 3772
3891, 3661, 2605, 4045, 3713, 7545, 8466, 8281, 3886, 3206, 3931, 4889
17646, 16875, 15900, 16272, 20366, 28452, 30456, 31405, 20374, 17708, 17354, 19588
2586, 772, 526, 2444, 2175, 3350, 4542, 3972, 1638, 1121, 1549, 1748
0, 0, 0, 190, 72, 253, 417, 185, 237, 250, 547, 219
1094, 874, 468, 1185, 1586, 1298, 1770, 2134, 1633, 638, 664, 3035
16464, 13954, 9306, 7570, 9564, 10007, 8841, 7571, 5826, 7918, 14900, 30445
4957, 2790, 4037, 8422, 6608, 9145, 12541, 9333, 5488, 5042, 6410, 11189
3699, 2166, 1557, 2503, 2419, 3966, 5409, 4321, 1786, 1949, 3032, 4103
2835, 1803, 1194, 2810, 3181, 3831, 5403, 5515, 4336, 2264, 2743, 3398
1950715, 1749971, 1831870, 1858303, 1908348, 2160889, 2090326, 2038049, 2075338, 2021516, 1945615, 2156494
143966, 308867, 140753, 140073, 164483, 179630, 165970, 170032, 174950, 157660, 149805, 144542
50420, 47120, 44380, 43420, 50920, 55800, 57420, 58140, 55120, 47040, 51100, 50700
1945913, 2135008, 2089235, 1879646, 1854243, 2157663, 1991066, 2131509, 1932763, 1912961, 1818245, 2016675
32506, 33181, 29050, 27128, 28958, 33226, 35386, 39420, 36063, 35059, 44668, 47917
136453, 162861, 153752, 119536, 138509, 152691, 177789, 190488, 151157, 133302, 174000, 184019
166498, 164579, 155054, 233547, 247465, 231445, 225012, 210340, 167063, 54320, 210009, 228018
4586, 5324, 4035, 5970, 7546, 8798, 12522, 11573, 10485, 5991, 6958, 9284
45816, 38214, 36595, 35259, 45533, 53939, 55089, 48583, 41686, 41503, 43457, 49925
8545, 6976, 6215, 9547, 10662, 16429, 21072, 20295, 13912, 9893, 9695, 17352
1934, 858, 588, 1902, 2266, 3910, 5070, 4154, 2367, 1271, 2814, 3440
4943, 5852, 6230, 5159, 5693, 10849, 13880, 9694, 9580, 7557, 6007, 7590
8611, 5100, 4233, 7478, 8127, 10157, 15344, 17910, 17180, 5875, 8060, 9822
8890, 6424, 3695, 6582, 5690, 7320, 10617, 8893, 5882, 4623, 7009, 8805
1023, 707, 502, 762, 989, 1206, 2202, 1856, 624, 563, 710, 928
13357, 4777, 3388, 8719, 11705, 13376, 19297, 19613, 7279, 6783, 9328, 11598
11113, 5820, 3749, 9688, 10273, 12526, 20273, 20653, 7528, 7040, 9614, 11970
1303, 880, 625, 1251, 1523, 1857, 2002, 3425, 1828, 611, 1401, 1564
7416, 8145, 8270, 9236, 11583, 13507, 21997, 21578, 13014, 8629, 10182, 12434
22735, 22739, 23504, 24867, 33036, 40020, 41820, 42555, 28477, 25380, 26017, 25957
52577, 56094, 47799, 50926, 60598, 71993, 73427, 73938, 48123, 45074, 58221, 74578
5640, 4604, 3291, 5591, 7532, 8929, 10434, 12811, 7605, 5725, 6027, 9211
11152, 6090, 4009, 9166, 8651, 10329, 22726, 17776, 13851, 7162, 9750, 11766
11414, 3584, 3736, 7576, 9906, 11992, 16011, 21111, 6314, 5848, 7324, 9922
1561, 1617, 1079, 1544, 1541, 2185, 2708, 2569, 3329, 1220, 1891, 2747
6260, 4559, 3743, 5612, 7575, 8623, 16247, 15971, 10825, 6511, 8738, 9453
2161, 1978, 1094, 2214, 2887, 4625, 6666, 6841, 11036, 3243, 3649, 4173
4889, 3679, 2289, 4289, 5576, 8410, 11109, 13121, 5600, 3352, 4672, 5877
3790, 4350, 5217, 5947, 7094, 8914, 11911, 10617, 9004, 5607, 7469, 8797
5840, 3297, 2146, 5392, 6738, 10961, 15040, 13053, 12464, 6122, 5742, 6938
15799, 10789, 8456, 14472, 18261, 27117, 32017, 23915, 14213, 12515, 16776, 18068
6626, 5949, 4136, 6859, 8946, 12520, 16171, 15154, 11094, 4761, 8751, 10720
623, 304, 207, 370, 461, 762, 964, 919, 319, 181, 451, 703
6627, 5205, 2795, 4879, 5982, 9337, 11242, 10983, 8191, 4594, 6271, 8219
2358, 1418, 3088, 3309, 3250, 2409, 3893, 3992, 5357, 2457, 3145, 3840
5859, 5538, 6476, 5697, 5924, 9425, 12855, 12531, 9929, 5371, 7002, 8789
1164, 574, 393, 930, 914, 1476, 1610, 1965, 1028, 894, 1281, 1449
7931, 4917, 4320, 6478, 6586, 11481, 12913, 13486, 8231, 6331, 7863, 9883
1623, 1327, 1146, 1754, 1957, 3017, 5325, 2772, 1693, 1589, 1799, 2107
12279, 4259, 3338, 6685, 6213, 8494, 13919, 16372, 6444, 6937, 7161, 9066
8142, 7543, 8023, 7789, 9593, 11204, 19380, 16229, 11790, 7154, 9880, 11968
7669, 6825, 6118, 6848, 11166, 13340, 15475, 17241, 10150, 7933, 7146, 8344
1346, 1610, 1451, 2037, 2094, 2546, 3025, 4867, 2815, 2560, 3358, 3439
0, 0, 0, 0, 0, 0, 0, 647, 662, 865, 1833, 1574
5554, 2850, 2806, 5543, 5320, 6526, 7914, 7810, 4446, 8369, 6352, 5840
1685, 703, 551, 1222, 1217, 2046, 2509, 3339, 1256, 1263, 1777, 2171
7668, 3815, 2660, 5610, 5099, 7175, 9637, 10378, 3692, 4098, 5673, 7294
8025, 5696, 4043, 7366, 6501, 8414, 12424, 12217, 5252, 4802, 5925, 7097
3663, 1811, 1300, 3676, 4016, 4685, 6868, 7471, 4113, 2850, 3588, 4345
4083, 2896, 1886, 3492, 4464, 6084, 7134, 6993, 3863, 2507, 3134, 3905
467, 315, 223, 507, 574, 1129, 1652, 1495, 527, 428, 449, 486
8756, 4444, 3771, 7939, 7810, 13055, 15504, 15376, 6008, 6455, 7363, 9682
941, 54, 38, 32, 38, 802, 10881, 2056, 1445, 1564, 1936, 2510
6205, 4346, 4940, 5530, 7633, 10461, 13274, 11104, 9116, 4895, 6753, 8863
0, 0, 0, 0, 0, 284, 569, 754, 390, 527, 959, 1651
7541, 4371, 2759, 6804, 7225, 10707, 13830, 11009, 6018, 7134, 7446, 9102
0, 0, 1116, 389, 326, 7664, 7753, 7995, 3992, 2587, 2857, 3514
885, 721, 492, 706, 972, 1050, 1306, 1320, 705, 490, 753, 871
3641, 1429, 1029, 680, 1083, 1409, 2015, 1938, 1602, 1479, 2291, 5337
2077, 3027, 2176, 1263, 2470, 2667, 4822, 4201, 2680, 1954, 2492, 2594
3873, 1756, 1168, 4046, 4849, 8323, 10648, 10359, 4403, 3686, 4119, 4632
502, 680, 463, 403, 611, 10104, 10375, 11055, 8113, 7226, 6900, 7519
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4815, 4575, 4268, 3733, 3971, 4584, 4459, 4915, 5391, 5165, 5314, 6251
0, 363, 314, 236, 216, 267, 285, 1354, 648, 477, 608, 1187
1296, 1174, 1114, 1077, 1492, 2385, 3057, 4070, 1933, 1656, 2478, 3877
4916, 4708, 5123, 5332, 7479, 9254, 10764, 9944, 6151, 5428, 6410, 8017
3106, 2684, 2285, 2660, 2749, 3664, 6581, 4976, 2436, 2238, 2589, 2801
876, 831, 676, 567, 606, 784, 908, 800, 1385, 998, 1605, 3045
2338, 1537, 1174, 2725, 3195, 4056, 6623, 5004, 2178, 2088, 2357, 2492
0, 716, 400, 287, 558, 544, 726, 1095, 779, 311, 942, 865
13108, 12637, 12006, 13854, 17838, 20578, 24198, 22818, 14631, 15298, 16040, 16593
7890, 7792, 8033, 9080, 13000, 16352, 17655, 16694, 11385, 9260, 9716, 10013
721, 754, 782, 1090, 1414, 1923, 2708, 2038, 1058, 694, 1325, 1012
243, 221, 175, 149, 1822, 890, 4553, 1589, 979, 481, 563, 1676
4377, 6412, 4428, 5837, 6209, 7043, 12537, 11763, 6246, 5943, 7118, 7284
4861, 2748, 2077, 4364, 7701, 7256, 11531, 8371, 3734, 4476, 6374, 7245
9586, 6164, 4918, 6000, 6136, 9133, 13142, 11345, 5917, 6623, 9731, 17414
2939, 2932, 1235, 2698, 2584, 3343, 5517, 4290, 2886, 3866, 4959, 6173
6086, 5507, 3338, 5047, 5578, 6339, 11271, 8749, 4183, 5615, 7865, 11220
854, 913, 465, 918, 722, 994, 2636, 1893, 1031, 1020, 1391, 1600
6808, 5578, 4357, 6672, 7192, 9595, 16949, 12004, 4669, 5092, 6817, 8056
3603, 1571, 1138, 2738, 3845, 5226, 5010, 4918, 2504, 2420, 3338, 3612
8349, 5342, 3509, 7315, 7746, 10312, 18238, 13116, 5879, 6056, 7222, 11376
11826, 10156, 8734, 8365, 10455, 13716, 19254, 14666, 8081, 4843, 13002, 14069
7904, 6950, 5397, 4818, 5691, 7446, 10065, 9693, 5964, 3654, 11093, 10481
3446, 3379, 3008, 3076, 3498, 4383, 5876, 5665, 3038, 1789, 4270, 4378
308, 261, 383, 378, 408, 519, 1224, 762, 391, 1469, 1482, 785
9629, 9025, 7289, 7515, 11095, 14138, 23467, 18538, 8812, 5700, 13128, 18986
1981, 1696, 3585, 2716, 3108, 3879, 7443, 7007, 4473, 5169, 7508, 6694
3010, 3919, 3533, 3523, 4515, 8122, 10464, 10017, 5302, 3972, 7434, 6644
6059, 3910, 2713, 6426, 5506, 7147, 11538, 8687, 4651, 4775, 6894, 7409
3560, 4343, 3312, 4436, 5168, 6296, 9141, 10597, 6940, 3952, 5460, 8509
3196, 3484, 2258, 4291, 3377, 4285, 7246, 8995, 4511, 3726, 4352, 6333
9544, 5062, 3512, 7576, 6681, 8916, 15302, 11748, 5036, 5693, 7658, 11931
11611, 11624, 11055, 11568, 14705, 18161, 20699, 20485, 14628, 11119, 11594, 13099
0, 340, 260, 396, 403, 674, 896, 864, 570, 530, 4593, 4064
4712, 3395, 3471, 4664, 7216, 7327, 9511, 8449, 8173, 5598, 6542, 7620
16406, 15300, 13990, 14267, 15065, 21561, 27992, 22865, 13497, 13020, 16505, 21573
19411, 18307, 17493, 17944, 17631, 20209, 23553, 21237, 17560, 17472, 19144, 21470
13344, 4266, 3067, 8986, 6127, 8175, 12508, 9475, 4295, 3959, 5824, 7375
8492, 6331, 4821, 9031, 10499, 10166, 17017, 13871, 9609, 6941, 9742, 12001
4648, 4514, 2991, 3119, 3569, 4860, 7650, 6117, 3159, 3154, 4353, 7023
9066, 6934, 4663, 8126, 6848, 9062, 14274, 12115, 6007, 6154, 8299, 10648
3748, 1728, 1242, 2937, 1806, 2411, 1593, 1898, 1073, 959, 1329, 1986
852, 557, 401, 1179, 899, 1202, 1606, 1874, 3430, 2794, 1794, 1840
1346, 1833, 2411, 1189, 1542, 2280, 5063, 4498, 1978, 2356, 2844, 3521
12498, 7594, 4639, 10252, 8492, 10403, 16422, 12591, 6458, 6548, 9817, 12429
5021, 2546, 1519, 4432, 4197, 5602, 9698, 7899, 3334, 3563, 3719, 6350
9369, 4726, 3475, 6978, 6046, 8312, 13207, 10737, 5298, 5588, 6839, 9545
391, 356, 281, 642, 487, 619, 751, 729, 324, 418, 532, 729
5259, 2283, 1660, 4258, 4175, 5343, 9153, 7194, 2683, 2963, 4097, 6097
10133, 8466, 6410, 9487, 8796, 11225, 18784, 16274, 10643, 8024, 9545, 11808
2176, 2260, 2678, 1995, 2042, 2724, 3481, 2992, 1394, 1072, 1070, 1428
8356, 8024, 8681, 7314, 8738, 11901, 18491, 19854, 11552, 10170, 12978, 13546
6966, 6132, 4631, 3682, 4918, 6580, 9690, 7544, 4582, 2907, 5414, 10601
7508, 6686, 6964, 6208, 9647, 12641, 19668, 17284, 8377, 6982, 10726, 14307
4217, 4863, 3826, 3067, 5498, 7270, 9942, 8092, 8103, 4042, 4144, 6191
2961, 2536, 2953, 2927, 3635, 4785, 5924, 4835, 2308, 1433, 3727, 3691
5234, 4488, 4936, 3858, 4224, 5578, 9554, 6684, 3544, 2165, 6969, 6878
460, 1996, 1834, 929, 1324, 2589, 3769, 6843, 5073, 3250, 2600, 2237
3142, 2961, 2849, 3290, 4121, 5503, 6328, 5308, 2827, 2733, 3107, 3846
3406, 2987, 3152, 2543, 2779, 4058, 7082, 4568, 2231, 1809, 4831, 6219
1158, 1409, 1341, 1518, 1294, 3145, 4623, 3136, 1750, 1443, 3253, 4381
58653, 56912, 57379, 61975, 70802, 81978, 89724, 80639, 62616, 56051, 57194, 60971
2151, 2048, 1640, 1665, 1399, 1295, 11776, 4483, 7143, 3337, 2915, 1721
2743, 1508, 1084, 1895, 1855, 2476, 2363, 2348, 1275, 1561, 2046, 2818
5391, 2850, 2479, 4727, 3561, 4615, 9029, 6859, 3260, 2995, 4898, 5578
415, 378, 299, 254, 701, 809, 1816, 1637, 474, 508, 601, 686
2089, 1486, 1184, 1825, 1724, 2301, 5171, 3851, 1995, 2005, 3036, 3616
238, 149, 110, 216, 111, 141, 202, 221, 1374, 451, 569, 1472
1298, 662, 476, 1086, 1045, 1394, 1953, 1653, 504, 570, 2420, 1724
6743, 4227, 4074, 4307, 5365, 6338, 8845, 10748, 9710, 7997, 7639, 8453
2577, 2390, 2022, 1852, 2202, 2867, 3814, 5017, 4121, 5992, 4415, 15542
1662, 1619, 1368, 1259, 1459, 3574, 2914, 2746, 1983, 1625, 1207, 1490
930, 824, 695, 589, 717, 1180, 1260, 1012, 715, 745, 621, 541
25314, 22024, 18134, 18732, 27362, 31889, 38361, 34719, 25595, 20340, 21708, 27071
1013, 870, 1162, 950, 960, 1281, 3901, 2179, 1021, 611, 1728, 1424
1014, 4160, 4541, 5301, 8265, 8790, 18895, 12267, 8194, 7100, 8667, 9595
1376, 1001, 658, 1515, 1790, 2638, 3279, 5262, 2678, 1061, 1263, 1471
10356, 7134, 5304, 8613, 8682, 12055, 18696, 29370, 19718, 12549, 18533, 22506
5161, 4413, 5446, 4514, 5177, 5284, 8142, 6750, 3475, 2197, 7294, 7796
3526, 4013, 4151, 3288, 4826, 6267, 13210, 9244, 5937, 7998, 9027, 7982
742, 638, 689, 575, 581, 775, 2548, 1185, 435, 261, 730, 632
256, 220, 221, 206, 208, 277, 559, 392, 226, 135, 353, 317
6078, 5675, 4677, 4557, 4537, 5911, 14928, 10370, 6219, 4677, 8210, 7111
4523, 3863, 3538, 3266, 4419, 5954, 12019, 8369, 4255, 2669, 5422, 5891
6021, 5168, 4908, 4438, 6029, 8042, 15202, 10891, 4584, 2776, 8472, 8645
2513, 7056, 6184, 3428, 3159, 4027, 6382, 6295, 6208, 3877, 13603, 15227
4197, 3603, 6268, 4928, 9991, 9348, 12574, 10793, 4813, 3171, 9660, 11707
7692, 7040, 9172, 7675, 8826, 10927, 22375, 19703, 11647, 10287, 16140, 15149
2494, 2141, 1671, 1452, 1467, 1957, 5637, 3738, 2222, 2572, 3128, 4088
0, 980, 832, 476, 250, 154, 319, 424, 64, 42, 142, 316
2088, 2137, 2268, 2000, 2852, 3507, 7108, 5312, 2538, 1486, 3382, 2686
5736, 6611, 5388, 4275, 7240, 8898, 15355, 11474, 6252, 4829, 6737, 10264
4230, 3402, 2395, 3467, 3027, 4256, 6055, 5437, 3665, 2615, 3697, 4376
8462, 6568, 4757, 7625, 11932, 14342, 19906, 18670, 13382, 6965, 9915, 13143
3605, 1811, 1351, 3204, 2852, 4303, 5383, 5562, 3510, 2222, 2993, 3653
5534, 6819, 4434, 8227, 8884, 13822, 17786, 15097, 10895, 6376, 8743, 9932
2949, 2526, 2458, 1949, 4109, 4913, 5054, 6130, 3283, 2025, 4410, 5248
5721, 5308, 5412, 5495, 7943, 9296, 16046, 14723, 6567, 3937, 9035, 7453
7595, 7605, 5729, 5512, 8427, 9298, 16554, 15927, 6855, 4167, 11925, 12709
1939, 2672, 2506, 2249, 3054, 4046, 6504, 6599, 3675, 3820, 3637, 3898
4655, 4260, 4175, 4227, 4608, 5668, 16933, 11566, 5282, 3219, 9537, 8228
160, 720, 4240, 3280, 3080, 7080, 8120, 4760, 4440, 5960, 9360, 9280
10076, 8867, 6412, 5424, 6895, 9064, 14045, 12304, 5827, 3580, 7876, 10259
1716, 2030, 1895, 1736, 2144, 2850, 6467, 4257, 1644, 994, 2696, 2993
3486, 2989, 1700, 1934, 2751, 3653, 7705, 5327, 1952, 1185, 2942, 2923
5196, 5105, 4910, 5313, 6767, 8216, 9136, 9434, 6641, 5698, 5877, 6180
3193, 2462, 1917, 2837, 2719, 2589, 6288, 3774, 2227, 1909, 2571, 3436
10643, 8627, 5775, 9045, 10414, 14607, 18342, 16299, 10412, 5002, 10397, 14546
1295, 1242, 1024, 1007, 1753, 2419, 2337, 1909, 543, 627, 600, 830
2381, 1649, 1283, 1152, 1335, 1532, 2105, 2489, 2659, 2023, 5487, 2491
10798, 9954, 8473, 10925, 10210, 11705, 12469, 11728, 10250, 9576, 10845, 12678
2160, 1662, 1219, 2492, 2628, 3679, 4784, 4017, 2496, 1589, 1917, 2063
12668, 10224, 7751, 8474, 11744, 15163, 23395, 18473, 10450, 7861, 12018, 14991
3101, 3416, 2908, 3269, 4784, 6025, 5947, 4554, 3338, 2831, 3506, 4070
8751, 8210, 7250, 11223, 12787, 16583, 18506, 17136, 11194, 9051, 9559, 10162
582, 369, 233, 507, 419, 454, 502, 463, 383, 364, 425, 552
8269, 5939, 4330, 8309, 9197, 14942, 20719, 16536, 10349, 6999, 8807, 10055
10809, 7402, 5177, 10902, 13605, 22237, 29160, 26053, 13235, 9028, 13535, 14446
15028, 7355, 6070, 11426, 12093, 19327, 25082, 23540, 10479, 8855, 11891, 15397
6994, 7058, 4758, 8166, 8507, 13335, 18606, 17475, 9893, 5647, 7307, 9943
0, 2001, 3153, 6455, 3623, 3025, 4244, 5698, 6066, 5404, 2769, 6365
49434, 51679, 48109, 48560, 57855, 65035, 64712, 63144, 47297, 53516, 60143, 56024
10515, 5939, 4137, 9512, 9903, 13848, 18865, 17114, 8820, 7930, 10024, 11952
9802, 5380, 5283, 8861, 9679, 15238, 19502, 17072, 7742, 6525, 10163, 12873
942, 1401, 906, 1386, 1947, 2202, 2659, 3656, 5421, 4557, 2917, 3272
8596, 7300, 5096, 7217, 8496, 13361, 18034, 14321, 11484, 7236, 9081, 11899
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9094, 7469, 5303, 7770, 8287, 11271, 15246, 12966, 8604, 5884, 8552, 10564
1776, 2686, 1884, 2589, 2211, 3540, 4665, 5192, 3638, 976, 3017, 3126
618, 881, 550, 848, 1275, 2095, 2993, 2617, 2252, 1444, 1130, 1600
3291, 5132, 4292, 3995, 3551, 5899, 8585, 7507, 4404, 3969, 7752, 9886
1930, 1497, 1094, 1960, 2032, 3071, 4302, 3535, 2122, 2943, 2327, 2675
10655, 8100, 4942, 10066, 10862, 14817, 19750, 18365, 12383, 8097, 11319, 13966
3839, 2703, 1977, 3616, 4867, 6755, 6178, 6007, 3969, 3297, 4101, 3047
5604, 4883, 3999, 5351, 5975, 8592, 13304, 12696, 8032, 7072, 9728, 9570
6299, 5819, 12819, 7743, 5742, 8050, 10238, 9555, 6112, 4005, 10058, 14999
6538, 5782, 3558, 7456, 7206, 10153, 14226, 13755, 9615, 5723, 7010, 8242
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9291, 9298, 7273, 9146, 8918, 12943, 19267, 15842, 11135, 6700, 12529, 15599
7341, 6874, 4707, 6412, 5967, 8870, 11211, 11705, 7689, 6772, 7331, 8482
5093, 4662, 3970, 7341, 6996, 10253, 16008, 13502, 9109, 4210, 7434, 9151
4452, 5264, 4881, 6612, 5316, 6608, 9475, 9531, 6064, 4536, 5622, 7994
1024, 679, 488, 833, 1230, 1377, 2103, 1554, 986, 444, 1445, 1627
2731, 2058, 1341, 2707, 2763, 3847, 5688, 5019, 3207, 2637, 3049, 4023
4032, 3466, 2205, 4313, 5282, 8040, 11664, 11132, 7192, 3486, 4502, 5250
1703, 3101, 1495, 3132, 3243, 5024, 6799, 5716, 3736, 2080, 2682, 3275
6171, 6092, 3918, 7586, 7653, 11579, 19138, 17332, 11893, 6957, 7718, 9333
2922, 1577, 1442, 2031, 2233, 3681, 4903, 4814, 3006, 1882, 2811, 3917
6974, 5910, 3949, 5663, 4926, 7602, 11090, 10059, 7182, 3895, 6730, 9261
7788, 7917, 6946, 10840, 11100, 13029, 13404, 15482, 10202, 8925, 9057, 9146
639, 605, 411, 773, 822, 1102, 1853, 1971, 853, 1614, 1840, 1930
8178, 5086, 4137, 7596, 7388, 11201, 15533, 10725, 5590, 4672, 7467, 9127
2058, 1551, 983, 2166, 2845, 3533, 4925, 2770, 1566, 1860, 1756, 2632
6722, 5195, 5107, 8509, 8527, 12785, 17982, 12890, 11779, 7000, 8694, 10287
13227, 6139, 4527, 9916, 13860, 19163, 24947, 21248, 7830, 7580, 7957, 11039
4047, 4139, 5965, 4931, 4199, 5948, 8913, 9084, 5098, 3390, 5199, 7918
445, 198, 142, 671, 693, 1223, 1477, 1589, 375, 449, 500, 1135
11199, 6051, 4133, 10572, 11870, 18595, 22732, 20275, 6700, 6133, 9471, 13950
7030, 4065, 3023, 6979, 8875, 10621, 15269, 13489, 7209, 6089, 6750, 8207
7161, 2973, 2136, 5480, 4965, 7474, 10251, 8685, 4078, 3204, 4561, 5562
201914, 208749, 227997, 217334, 218623, 226355, 227337, 225844, 214514, 206255, 211887, 216885
1931, 1447, 1194, 1646, 1921, 2016, 4221, 3145, 2265, 1748, 907, 1953
1429, 839, 479, 710, 1169, 1554, 1734, 1455, 793, 457, 602, 691
944, 1095, 1350, 1233, 1207, 1682, 2628, 4098, 3208, 856, 791, 996
3130, 3352, 3103, 3382, 4466, 6437, 7601, 6492, 3874, 3158, 3237, 3576
